varga.balazs3,"pie chart area gets wrong size, if ""best fit"" puts label outside the sector"
michael.stahl,Table does paste but not visible
michael.stahl,Crash in: swlo.dll
mikekaganski,EDITING Document with chart keeps the needs save state
tundeth,FILEOPEN XLSX Series level chart data label font size not imported correctly
varga.balazs3,FILESAVE ODT Chart imported from DOCX cannot be edited if saved as ODT
serval2412,Not Redact E-mail address by Automatic Redaction
michael.stahl,Freeze hang/after deleting index SwPosition::dumpAsXml
mikekaganski,Buildid is neither displayed in nor copyable from the about dialog
serval2412,Crash: Run Swam Non Linear Solver with blank input
mikekaganski,FILEOPEN DOCX Glow effects transparency should be prioritized over area transparency
serval2412,CRASH: Right click on empty Command list (gen)
mikekaganski,Impress generates a wrong PPTX file after Minimize presentation
m.weghorn,Crash when opening an ODT document written in Japanese/Chinese (Android viewer)
michael.stahl,CRASH in a BASIC macro
mikekaganski,LibreOffice 7.0.0.3: Error in For...Next Statement
vasily.melenchuk,Tables are stacked onto each other after undo of page wrap change
mikekaganski,Crash inspecting an array after Redim Statement with option VBASupport 1
bakos.attilakaroly,FILEOPEN DOCX OLE object background not imported
bakos.attilakaroly,FILEOPEN DOCX OLE object border settings not imported
bakos.attilakaroly,Crash saving a document with columns and image anchored to page to DOCX (since 7.1)
michael.stahl,Image removed after correcting word with right click context menu
michael.stahl,Crash undo paste & cut (swlo!SwDoc::IsInWriterfilterImport) since 7.0 or 7.1)
serval2412,Crash:right click to Manage Changes List on side bar
michael.stahl,can not unprotect bookmarks
vasily.melenchuk,"FILESAVE DOCX: Restart Numbering (text:start-value=""1"") Not Reserved"
varga.balazs3,FILESAVE Custom position of data label in pie chart is lost on save - reload
varga.balazs3,FILEOPEN XLSX Pie chart data labels are too narrow with Outside placement
serval2412,Crash: Add Protected PDF file on Photo Album
nemeth,FILEOPEN / FILESAVE DOCX Fields with table formula get extra spaces
varga.balazs3,FILEOPEN XLSX index instead of content of category value in data label in column chart
jluth,Fix for bug #99197 breaks openning of an rtl ms-word document
m.weghorn,"LibreOffice 6.4.3.2 crash ASSERT: ""object == obj"" in qaccessiblecache.cpp, line 122"
erack,Multiple non-contiguous ranges (range list/concatenation/union) broken on import from Excel and in UI
michael.stahl,Shapes moves to different position after undo of anchor to page
varga.balazs3,Crash when tying to move chart data label
jluth,FILESAVE: Saxparse error on file open (word/footnotes.xml line 2) after save to DOCX & file reload
michael.stahl,RTF import: comment/annotation anchor is in wrong cell (covered cell even) in table
michael.stahl,Duplication of content after undo (spurious)
serval2412,UI Font replacement table loads existing rule incorrectly
michael.stahl,"[EDITING] ""Replace All"" does not undo properly if the replacement string is empty"
jluth,FILEOPEN: Incorrect alignment in footer
bakos.attilakaroly,FILEOPEN: DOCX: incorrect line break
jluth,FILEOPEN: DOCX: incorrect page break
bakos.attilakaroly,FILEOPEN: Images have incorrect position
michael.stahl,FILESAVE: DOC: TextWrap is lost after RT
varga.balazs3,FILEOPEN DOCX Chart with data labels enabled at datapoint level show percentage values as fraction
raykowj,Writer search dialog doesn't close after pressing the ESC button
erack,XLSX: Error 507 when opened with Turkish locale
varga.balazs3,UI: Data label changes position after closing the Position and Size dialog
michael.stahl,Image disappears after AutoFormat applies a paragraph border
heiko.tietze,UI Picker dialog missing 'Contextual single' UI mode
erack,calc: ui: display of cells formatted as fraction partly broken
nemeth,Crash on undo with track changes enabled
erack,Incorrect operation   Sheet -> Named Ranges and Expressions -> Create; with ExcelA1 and ExcelR1C1 syntax
erack,"Insert -> Named Range or Expression, pastes sheet-local scoped names without sheet prefix"
markus.mohrhard,HYPERLINK-function with Scriptprotocol don' work
lionel,LibreOffice Database - LONGVARCHAR anomaly when trying to dismiss a window without first saving
markus.mohrhard,FILEOPEN: .xlsx Fails to import chart properly - axis title alignment lost
michael.stahl,Undo does not work when modifying a conditional style including Text Body
varga.balazs3,Resizing a chart legend makes the chart's body rezise on top of it
vasily.melenchuk,"Messagebox, initiated by a dialog, appears behind the dialog"
jluth,vba calls to end(xlup) and find change cell/sheet focus
michael.stahl,ODF export: Page number 0 (zero) cannot be stored - filed OASIS proposal
serval2412,Inconsistent error messages when failing to input required fields
erack,Calc Hyperlink Error when opening MS Excel
jluth,"Shadow ""clear"" not retained"
dennisfrancis.in,"EDITING: When selecting cells for a formula, Ctrl is incorrectly behaving like Shift"
raykowj,Sidebar: New Style created from toolbar in Styles - Page Styles doesn't show it immediately
mikekaganski,Wrong Windows version reported in the About window in Windows 10
michael.stahl,Can't link writer section to a master document
jluth,"""Table → Size → Optimal Column Width"" does not take the optimal width"
serval2412,Formula editor breaks surrogate pairs
sbergman,Java not selected automatically with u111/112
nemeth,beginning of sentence not capitalized on text with typographical apostrophe
nemeth,EDITING: centered tabulator not effective in justified paragraph with line breaks
bakos.attilakaroly,"Wrong position of textbox in shape, if shape is contained in a frame"
dennisfrancis.in,EDITING: Undo of formula changes doesn't show affected cells
nemeth,"Autocorrect while typing not replacing anymore (manually added to Replace-With) i'll, i've, i'm"
erack,FORMATTING Comment boxes: dimensions and position lost at copy
jluth,"Footnote number removed, but grey highlight not removed in repeated table heading (comment 7)"
jluth,Auto Optimal View gives jarring experience
michael.stahl,EDITING: The image within the selection doesn't disappear after cutting
varga.balazs3,FILESAVE: Data table (from copied chart) with empty row exported incorrectly to XLSX (Data Labels missing and X-Values wrong) -see Comment 6
raykowj,Searching in the customize dialog makes the icons go away
erack,Formula to Get value of last non-empty cell does not return expected result (lookup function)
mikekaganski,"Conditional formatting: selecting a cell range for the condition with the mouse gets you every cell individually, but not the range (see comment 10)"
momonasmon,Repeat Cell Highlighting Not Working Correctly
m.weghorn,Option “Load Printer Settings with the Document” does not Work Correctly.
Armin.Le.Grand,Label in report builder doesn't have text
serval2412,"Wrong character ""2 %n2"" instead of ""2/2"" in Print dialog"
sbergman,"Automatic update of external links in shared spreadsheet is disabled even though file is in trusted location and setting for opening is ""Always"" (see comment 13)"
raykowj,"Paragraph child styles not updated in realtime after modifying ""Default style"" in ""Styles"" panel"
bakos.attilakaroly,Child Textbox separates from shape when align action is used
Armin.Le.Grand,EDITING: Calc: Error when dragging and dropping OLE objects with 'Insert as Copy'
raykowj,Pressing F5 after selecting a transition on sidebar doesn't start slideshow
zolnaitamas2000,FORMATTING: Part of text loose yellow highlight reopening document
erack,Date formatting issue when viewing Calc created .xlsx spreadsheet on iPad/iPhone
heiko.tietze,"""%MOD1"" appears in LO Tip of the Day #41"
erack,Autofilter is disabled prematurely
Katarina.Behrens,The sidebar deck changes when after switch to print preview and back
vasily.melenchuk,Table paste from specific .ods to Writer adds two empty rows above so table looks emtpy
heiko.tietze,Inconsistent labels protect/protected in Insert/Edit section dialogs
m.weghorn,New Print dialog: the Number of Copies box is too big
heiko.tietze,New Print dialog: default setting of Preview is Off
heiko.tietze,LibreOffice Start Center overlay icons aren't correct for Flat ODF documents
zolnaitamas2000,Insert selected word in the Find bar by Ctrl F
jluth,"FORMATTING: Allow ""Spacing to contents"" for edges without a line"
kohei,EDITING: Can't delete unprotected rows in protected document
mikekaganski,"Implement ""Soft Edges"" effect"
michael.stahl,Allow user to select multiple headings simultaneously and promote or demote their levels in Navigator window
serval2412,"big-endian EXIF Tag ""Orientation"" is disregarded by Writer"
zolnaitamas2000,Implement minimum width & height of StartCenter
erack,FORMATTING: Disabling grey field shading of hyperlinks in CALC
heiko.tietze,"Add a ""Release Notes/What's New"" window to be shown upon first run"
jluth,add unicode conversion shortcut like word (alt+x)
tundeth,"EDITING: ""Show the legend without overlapping the chart"""
heiko.tietze,Repurpose Sifr as the new hicontrast theme
serge.krot,FILESAVE: XLSX export breaks or some sheet names (sheet name length >31 characters)
s.mehrbrodt,"Scale images proportionally by default (Calc, Impress, Draw)"
s.mehrbrodt,"Reducing the image size with handles on top/bottom/left side/right side, will result in proportional resizing"
momonasmon,TOOLBAR: Drop down customization entries for bullet and numbering entries
heiko.tietze,use Ctrl+TAB to switch between tabs/sheets
vasily.melenchuk,STATUSBAR: Resized window causes the loss of visibility of zoom functions
s.mehrbrodt,Add option on insert image dialog to set image's anchor type: ToCell or ToPage
heiko.tietze,Make 'Search Results' dialog optional from Find & Replace dialog
erack,XMLpath in FIlterxml does not work with arrayfunction
jluth,Orphan and widow control should be on by default
erack,Create absolute sheet references instead of relative when clicking while building formulas
momonasmon,Allow customization of the Context Menus
Katarina.Behrens,Make 'Print to File' button always visible in print dialog
jluth,add unicode conversion shortcut (alt+x) to Math
serge.krot,FILEOPEN: Custom lists not imported from MSO XLSX files
erack,i18n: Please add Interlingue [ie]
s.mehrbrodt,Movies and OLE Objects should be resized proportionately
momonasmon,Format>Character should have Highlighting tab for shapes in Writer/Calc
erack,add ability to refer to local names in another worksheet to INDIRECT
momonasmon,Ability to add style toolbar buttons from the Customize dialog
momonasmon,"Add feedback behaviour to style applying UNO commands, so that style is marked in menu and toolbar, when in use in text with focus"
jluth,EDITING: DOCX: w:kern not exported
varga.balazs3,Long chart title should automatically break
raykowj,Show currently selected color name in color button tooltip
serge.krot,Add View-Data Sources on/off text button and Tools-Address Book Source.. button to Mailmerge toolbar
s.mehrbrodt,EDITING: No Remove Hyperlink option (in context menu) in Impress
erack,"In the Austrian localization of Calc the German word ""Januar"" isn't recognized as a date."
erack,Link to External Data doesn't support Text Import from CSV
heiko.tietze,"Improve wording of ""Skip empty cells"" in Import Text and Text to Columns dialog"
heiko.tietze,Add color drawing styles in Draw
jluth,"Draw: Tables have no ""Optimal Width"" Feature"
heiko.tietze,"Writer: Split Options/Formatting Aids/""Display of"" to groups ""Formatting Marks Toggle"" and ""Field Display"""
jluth,"""Convert selected text frames into one text paragraph"" function (for PDF import editing)"
heiko.tietze,"when opening writer doc, only the first input field is requested"
heiko.tietze,Calc/Draw/Impress/Web: Old Insert Special Symbol
momonasmon,UI: Dimension dialog for measure line is missing
m.weghorn,writer enhancement: input field dialog - select content by default
erack,Add new Venezuela currency bolívar soberano (VES)
raykowj,Use Enter key to open Special characters dialog when keyboard focus is on Insert Special characters drop down button
heiko.tietze,"UI: Add ""Calculate All"" to menu ""Data\Calculate"""
heiko.tietze,in menu: FILE / NEW /  *Master Document* could be separated somehow
heiko.tietze,"Command to access the ""Get Involved"" page needed"
raykowj,FontWork should be available in Navigator
heiko.tietze,Move Display Fields section from Formatting Aids to View
jluth,Always allow table row to break across pages when longer than a page
vasily.melenchuk,Add option to save as Word 2007-2019 Template
heiko.tietze,CUSTOMIZE DIALOG: why is KEY_EQUAL not available for assignment to keyboard shortcuts
raykowj,UI: Option to open all heading branches at once
mikekaganski,Add build number for Windows 10 in to About dialog
heiko.tietze,illegal char in a bookmark name
heiko.tietze,HYPERLINK DIALOG: Hyperlink Text below URL
heiko.tietze,"Does the ""Field codes"" option in the Writer options ""View"" dialog have any purpose?"
tundeth,UI Hide legend entry option for pie chart
vasily.melenchuk,add support for paragraph mark formatting with character style for DOCX
varga.balazs3,UI Add Show Leader Lines checkbox
tundeth,Ability to move chart data labels with keyboard arrows
raykowj,Highlight the current field on editing (using next/previous)
vasily.melenchuk,Fileopen: Docx custom numbering triangle symbol incorrectly displayed as a dot
zolnaitamas2000,Report Builder Character Settings dialog Highlighting tab page doesn't set background
vasily.melenchuk,FILEOPEN: Numbers appear in numbered list MSO created in attached DOC without visible number format
michael.stahl,FILESAVE: DOCX: Some page's numbers in TOC are lost after RT
mikekaganski,EDITING: Rearranging Chapters Using the Navigator does not Work with Documents which are Opened Read-only
kohei,Calc: FORMATTING Cannot turn spell check off by selecting Language [None]
nemeth,FILEOPEN: First legacy checkbox in row has too large dimensions on docx import
mikekaganski,Heavy flicker of tooltip inside of open split button menu
tundeth,FILESAVE DOCX Hyperlink in docx saved in LO as docx and opened in MSO doesn’t change colors
erack,EDITING: Regression in handling of the group separator in formula context
heiko.tietze,"Capitalization of menu entry ""Show Tip-Of-The-Day"""
raykowj,F6 incorrectly lands on font size control in read-only mode
heiko.tietze,Calc: Merge cells dialog is difficult to understand for new/infrequent users
dennisfrancis.in,bad result using mdeterm
raykowj,Ability to Quickly Get Word Count of Sections Using Navigator
Katarina.Behrens,Untitled document from template is closed when opening additional existing document
Katarina.Behrens,CHART: Show minor gridlines with a lighter color
heiko.tietze,Remove table tooltips
jluth,Table alignment to center does not recenter upon table resizing
erack,Add Sept as an abbreviation of September
erack,Boolean TRUE and FALSE value cells not treated correctly in AutoFill
jluth,Rendering error of punctuation mark in Word document.
erack,UI: Name Box does not show a name in sheet scope when selecting a range
momonasmon,Preview of Bullets is hard to see with a dark theme
raykowj,Table style is not highlighted in Stylist (F11 Right SideBar)
heiko.tietze,Start center welcome text should respect window width
momonasmon,UI: Layout shifting a little when opening the Color dialog in Table properties Background
s.mehrbrodt,Gray field background colour is not removed immediately after removing a hyperlink
heiko.tietze,Config Tip-Of-The-Day option is shown displaced
s.mehrbrodt,Insert images into cells in Calc
